School,Gender,Age,Housing_Type,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Work,Father_Work,Reason_School_Choice,Legal_Responsibility,Commute_Time,Weekly_Study_Time,Extra_Educational_Support,Parental_Educational_Support,Private_Tutoring,Extracurricular_Activities,Attended_Daycare,Desire_Graduate_Education,Has_Internet,Is_Dating,Good_Family_Relationship,Free_Time_After_School,Time_with_Friends,Health_Status,School_Absence,Grade_1st_Semester,Grade_2nd_Semester,Alcoholic
Gabriel Pereira,Female,18,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Near Home,Other,Up to 15 min,2 to 5h,No,No,No,Yes,No,Yes,Yes,Yes,Good,Moderate,Moderate,Poor,0,10,9,0
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Father,Up to 15 min,2 to 5h,No,Yes,No,No,No,Yes,Yes,No,Excellent,Moderate,Moderate,Fair,2,9,11,0
Mousinho da Silveira,Female,19,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,Services,Other,Father,15 to 30 min,Up to 2h,No,No,No,No,Yes,No,No,No,Excellent,Very High,Very High,Poor,0,5,0,0
Mousinho da Silveira,Male,18,Urban,Up to 3,Living Together,Primary School,Primary School,Homemaker,Homemaker,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,No,No,Good,Moderate,Moderate,Very Good,6,10,9,1
Gabriel Pereira,Male,15,Urban,Above 3,Living Together,Lower Secondary School,High School,other,Services,Course Preference,Father,Up to 15 min,Up to 2h,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fair,Low,Low,Fair,0,11,11,0
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,Moderate,Fair,0,12,11,0
Gabriel Pereira,Male,16,Urban,Above 3,Living Together,High School,Lower Secondary School,other,other,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,No,Yes,Yes,No,Excellent,High,Moderate,Very Good,4,12,12,0
Mousinho da Silveira,Male,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,30 min to 1h,Up to 2h,No,Yes,No,No,No,Yes,Yes,No,Good,High,Very High,Very Good,0,10,9,0
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Lower Secondary School,High School,Homemaker,Services,Course Preference,Mother,15 to 30 min,2 to 5h,No,No,No,No,Yes,Yes,No,No,Good,Very High,Low,Very Good,0,16,17,0
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Primary School,Lower Secondary School,other,Services,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,No,No,Very Poor,Moderate,Low,Good,3,9,8,0
Gabriel Pereira,Female,17,Urban,Up to 3,Separated,High School,High School,Services,other,Near Home,Mother,Up to 15 min,2 to 5h,Yes,Yes,No,No,Yes,Yes,Yes,No,Excellent,Moderate,Moderate,Very Good,0,12,12,0
Gabriel Pereira,Female,15,Urban,Above 3,Living Together,Higher Education,High School,Services,other,Reputation,Mother,Up to 15 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Very High,Very High,Very Poor,6,14,13,0
Gabriel Pereira,Male,18,Rural,Up to 3,Living Together,High School,Lower Secondary School,Services,other,Reputation,Mother,15 to 30 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,High,Low,Good,0,14,15,0
Mousinho da Silveira,Male,16,Rural,Above 3,Living Together,High School,Lower Secondary School,Services,other,Course Preference,Father,15 to 30 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Good,Very High,Very High,Very Good,2,11,9,0
Gabriel Pereira,Female,18,Urban,Up to 3,Separated,Higher Education,Higher Education,Health,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Good,Low,High,Good,0,14,15,0
Gabriel Pereira,Male,17,Urban,Up to 3,Living Together,Lower Secondary School,High School,Services,Services,Reputation,Father,Up to 15 min,2 to 5h,No,Yes,No,No,No,Yes,Yes,No,Excellent,Moderate,Moderate,Fair,0,10,11,0
Gabriel Pereira,Male,15,Urban,Above 3,Living Together,Higher Education,High School,Teacher,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Excellent,High,Moderate,Fair,0,12,12,0
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Low,Very High,Very Poor,8,14,14,0
Mousinho da Silveira,Male,17,Rural,Above 3,Living Together,Primary School,Primary School,other,Services,Other,Father,30 min to 1h,Up to 2h,No,No,No,No,No,No,No,No,Good,Low,Moderate,Good,4,12,13,1
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Reputation,Mother,Up to 15 min,Up to 2h,No,No,No,No,No,Yes,Yes,No,Excellent,High,Low,Very Good,6,15,14,0
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,High School,Services,other,Near Home,Mother,15 to 30 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Low,Low,Very Good,10,11,11,0
Gabriel Pereira,Male,19,Urban,Above 3,Living Together,High School,Lower Secondary School,Services,Homemaker,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,No,Yes,Yes,Good,Very High,High,Good,6,11,9,0
Mousinho da Silveira,Female,18,Rural,Above 3,Living Together,Higher Education,Higher Education,Teacher,Homemaker,Reputation,Mother,30 min to 1h,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,High,Moderate,Very Good,4,7,9,0
Mousinho da Silveira,Female,16,Urban,Up to 3,Separated,Lower Secondary School,Lower Secondary School,other,other,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,No,No,No,Good,Moderate,High,Very Poor,6,7,7,0
Mousinho da Silveira,Female,18,Rural,Up to 3,Living Together,Higher Education,Higher Education,Teacher,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Excellent,High,Moderate,Poor,1,13,14,1
Mousinho da Silveira,Female,19,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Near Home,Mother,Up to 15 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,Yes,Excellent,High,Very High,Very Poor,0,12,13,0
Gabriel Pereira,Female,17,Urban,Above 3,Separated,Lower Secondary School,Primary School,other,other,Course Preference,Mother,15 to 30 min,5 to 10h,No,No,No,Yes,Yes,Yes,Yes,Yes,Fair,Low,Moderate,Fair,0,15,15,0
Mousinho da Silveira,Male,18,Rural,Above 3,Living Together,Primary School,Primary School,Services,other,Course Preference,Other,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,No,Yes,Yes,Excellent,Moderate,Moderate,Very Good,2,9,7,0
Mousinho da Silveira,Female,16,Rural,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,Services,Course Preference,Father,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,No,Yes,Excellent,High,Moderate,Very Poor,0,11,13,0
Gabriel Pereira,Male,17,Urban,Up to 3,Living Together,Higher Education,High School,Teacher,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Good,High,High,Good,0,10,11,1
Mousinho da Silveira,Female,15,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,Services,Course Preference,Mother,15 to 30 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,No,No,Excellent,Moderate,Low,Good,0,12,13,0
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Reputation,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,No,No,Excellent,Moderate,Low,Very Poor,0,15,17,0
Gabriel Pereira,Male,15,Urban,Up to 3,Living Together,Primary School,Lower Secondary School,other,Homemaker,Near Home,Father,Up to 15 min,2 to 5h,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Low,Very Good,0,14,13,0
Mousinho da Silveira,Male,15,Rural,Up to 3,Living Together,Primary School,High School,Homemaker,other,Reputation,Father,30 min to 1h,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Low,High,Fair,2,10,11,1
Mousinho da Silveira,Male,17,Rural,Above 3,Living Together,Primary School,Primary School,other,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,Yes,No,Yes,Yes,Yes,Good,Very High,Very High,Poor,0,10,9,0
Gabriel Pereira,Female,16,Urban,Above 3,Separated,Higher Education,Primary School,other,other,Near Home,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Excellent,Moderate,Moderate,Very Good,0,14,13,0
Gabriel Pereira,Male,15,Urban,Above 3,Living Together,Higher Education,Higher Education,Health,Health,Other,Father,Up to 15 min,Up to 2h,No,Yes,Yes,No,Yes,Yes,Yes,No,Excellent,High,Low,Very Good,0,11,12,0
Gabriel Pereira,Female,18,Urban,Up to 3,Living Together,Primary School,Primary School,other,other,Near Home,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,No,Yes,No,No,Good,High,Moderate,Fair,2,13,13,0
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Other,Father,More than 1h,5 to 10h,Yes,Yes,No,No,Yes,Yes,No,No,Good,High,Moderate,Very Good,2,10,9,0
Gabriel Pereira,Female,15,Urban,Above 3,Living Together,Primary School,Lower Secondary School,Homemaker,Services,Course Preference,Father,Up to 15 min,2 to 5h,No,No,No,No,No,Yes,No,Yes,Poor,Moderate,High,Very Poor,6,11,11,1
Gabriel Pereira,Male,16,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Course Preference,Mother,30 min to 1h,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Good,7,15,16,0
Gabriel Pereira,Male,17,Urban,Above 3,Living Together,High School,High School,other,other,Reputation,Father,Up to 15 min,2 to 5h,No,No,No,Yes,No,Yes,Yes,No,Good,Moderate,High,Good,4,11,9,1
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,other,Course Preference,Mother,More than 1h,2 to 5h,No,No,No,Yes,Yes,Yes,No,Yes,Good,Low,Very High,Poor,2,10,9,0
Gabriel Pereira,Male,21,Rural,Up to 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Other,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,No,Yes,Yes,Excellent,Moderate,Moderate,Good,21,9,10,1
Mousinho da Silveira,Female,19,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Course Preference,Other,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Very Poor,Very Low,High,Very Poor,12,7,8,1
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Higher Education,High School,other,other,Reputation,Father,Up to 15 min,More than 10h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Fair,0,16,17,0
Gabriel Pereira,Female,18,Rural,Above 3,Living Together,Higher Education,Higher Education,Teacher,other,Reputation,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Moderate,High,Good,8,10,11,0
Gabriel Pereira,Female,15,Rural,Above 3,Living Together,High School,Higher Education,Services,Teacher,Course Preference,Father,15 to 30 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Low,Low,Very Good,0,10,11,0
Gabriel Pereira,Female,16,Urban,Above 3,Living Together,Higher Education,High School,other,Homemaker,Course Preference,Mother,Up to 15 min,5 to 10h,Yes,Yes,No,No,Yes,Yes,Yes,No,Excellent,Moderate,Very High,Fair,2,12,13,0
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,No,Yes,Good,Low,Low,Fair,4,14,13,0
Gabriel Pereira,Female,15,Urban,Above 3,Living Together,Higher Education,Lower Secondary School,other,other,Reputation,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,Moderate,Very Poor,4,15,15,0
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Primary School,Primary School,other,other,Near Home,Father,More than 1h,More than 10h,No,Yes,No,No,No,Yes,Yes,No,Good,Moderate,Low,Very Poor,0,13,10,0
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Reputation,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,Very Low,Very Good,10,12,13,0
Gabriel Pereira,Female,16,Urban,Above 3,Living Together,Higher Education,High School,Health,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Very High,Poor,2,14,14,1
Mousinho da Silveira,Male,15,Urban,Above 3,Living Together,High School,Primary School,other,Services,Near Home,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,No,No,Fair,Low,Moderate,Good,0,10,9,0
Gabriel Pereira,Male,15,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Near Home,Father,Up to 15 min,More than 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Very High,High,Very Good,6,14,13,0
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Higher Education,Higher Education,Teacher,Services,Other,Father,15 to 30 min,2 to 5h,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Good,2,12,12,0
Gabriel Pereira,Male,15,Urban,Above 3,Living Together,Higher Education,High School,Teacher,other,Reputation,Mother,Up to 15 min,2 to 5h,No,No,No,No,Yes,Yes,Yes,No,Good,High,Very Low,Very Poor,0,12,13,0
Gabriel Pereira,Male,15,Urban,Above 3,Living Together,Higher Education,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,More than 10h,No,No,No,No,Yes,Yes,Yes,No,Fair,Moderate,Moderate,Fair,0,11,9,0
Gabriel Pereira,Female,15,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,More than 10h,Yes,Yes,No,No,Yes,Yes,Yes,No,Excellent,Very Low,Low,Fair,4,10,10,0
Gabriel Pereira,Male,16,Urban,Above 3,Living Together,Higher Education,Higher Education,Services,Services,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,Yes,Yes,Yes,Yes,Yes,No,Excellent,Moderate,Low,Very Good,4,14,15,0
Mousinho da Silveira,Female,15,Rural,Up to 3,Living Together,Primary School,Primary School,Homemaker,Services,Reputation,Father,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Excellent,High,Moderate,Good,0,10,10,0
Gabriel Pereira,Male,15,Urban,Above 3,Living Together,Higher Education,Higher Education,Services,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,Yes,Yes,No,Yes,Yes,No,Excellent,Moderate,Moderate,Very Good,2,12,13,0
